user_id,role,city,budget,cleanliness,noise_level,sleep_schedule,guest_frequency,smoking,social_level,has_pets,gender_preference,work_schedule,occupation,mbti_type
b551d62e-061e-43f8-97fd-942754167978,Lister,Suburbia,1487,3,1,Night Owl,Occasionally,Non-Smoker,Very social / Friends,FALSE,No Preference,9-to-5,Finance,ISFP
7b6db639-1ec3-4dcb-8848-a244bccdd119,Seeker,Metro City,626,3,1,Night Owl,Occasionally,Non-Smoker,Friendly but independent,FALSE,No Preference,9-to-5,Healthcare,ISFJ
5b4cde8f-63e2-4366-9231-f948126e1802,Lister,Metro City,1736,4,5,Flexible,Rarely,Smokes Outside,Friendly but independent,FALSE,Male,9-to-5,Other,INFP
d9addbe5-55b9-4c78-9908-bbc50e753ae4,Seeker,Metro City,1460,4,5,Early Bird,Occasionally,Non-Smoker,Friendly but independent,FALSE,Male,Remote / WFH,Education,ESFP
ed18c5ad-2373-40c8-88f3-e5f03b465133,Seeker,Coastal Town,2045,2,2,Flexible,Rarely,Non-Smoker,Friendly but independent,FALSE,Male,9-to-5,Education,ESFP
fbeebf69-895b-4222-99fe-282ed9e64bfa,Seeker,Coastal Town,1377,3,1,Flexible,Frequently,Smokes Outside,Friendly but independent,FALSE,Female,Remote / WFH,Tech,ISFP
05b208a8-97fe-46c1-897a-8dc60de4d9f8,Lister,Suburbia,2401,3,2,Night Owl,Rarely,Non-Smoker,Friendly but independent,FALSE,No Preference,Remote / WFH,Healthcare,ISFP
a165b143-fd5e-4e97-9141-816dbf2d1a6f,Lister,Metro City,2199,2,4,Early Bird,Rarely,Smokes Outside,Very social / Friends,TRUE,No Preference,Remote / WFH,Creative,ENTP
d2f432c2-1092-4495-a500-b7307ea7b349,Lister,Metro City,930,2,5,Early Bird,Rarely,Smokes Outside,Keep to self,FALSE,Female,Remote / WFH,Healthcare,ESFP
68e723d5-ade2-4861-87e2-6d88160937cd,Seeker,Suburbia,1500,4,3,Early Bird,Rarely,Non-Smoker,Friendly but independent,TRUE,No Preference,Shift Work,Other,ESTJ
3fa8a4b9-dfe5-4962-bff6-bae77919965c,Lister,Suburbia,2003,3,2,Early Bird,Rarely,Non-Smoker,Keep to self,FALSE,Female,9-to-5,Other,ENTP
39d1c149-6f04-4b12-8590-316fbf80a835,Lister,Metro City,1597,1,2,Night Owl,Frequently,Non-Smoker,Friendly but independent,FALSE,Male,9-to-5,Healthcare,ESFJ
3a2f2d14-a485-4577-8dd8-a8757a36e589,Seeker,Suburbia,1814,3,1,Flexible,Rarely,Non-Smoker,Friendly but independent,FALSE,Male,Student,Education,ISFP
319bc203-9548-4ff0-85ab-0846381660f5,Seeker,Metro City,1292,3,1,Early Bird,Occasionally,Smokes Outside,Very social / Friends,FALSE,Male,Shift Work,Tech,ESFJ
967f9830-ed6a-40cc-b303-a9f7ba9113ea,Seeker,Mountain Village,1064,3,3,Flexible,Rarely,Smokes Inside,Friendly but independent,FALSE,Male,Student,Other,ISFJ
bfbf2e19-dda4-474a-a67f-b164d3eedc91,Seeker,Metro City,2104,5,3,Early Bird,Rarely,Smokes Outside,Keep to self,FALSE,Male,Remote / WFH,Creative,ENFP
858e21de-4e5d-478a-900a-93ca24f8a5ca,Lister,Metro City,2277,4,2,Early Bird,Occasionally,Non-Smoker,Very social / Friends,FALSE,No Preference,9-to-5,Education,ISTJ
17c0c643-8eee-4f02-8e9f-da94aad005dc,Seeker,Suburbia,2004,1,1,Early Bird,Occasionally,Smokes Inside,Friendly but independent,TRUE,Female,Shift Work,Other,ESTJ
d0abed94-7134-4f49-8be9-273971a71788,Lister,Coastal Town,2040,3,3,Night Owl,Rarely,Non-Smoker,Friendly but independent,TRUE,Male,Student,Healthcare,INTJ
6e3ab1d8-1c58-466a-a7f3-7c7ece08a1c8,Lister,Suburbia,2218,3,4,Night Owl,Occasionally,Non-Smoker,Keep to self,TRUE,No Preference,9-to-5,Education,ESTJ
77473675-a480-4365-acbe-177cbf88921a,Lister,Metro City,2415,5,4,Flexible,Frequently,Non-Smoker,Friendly but independent,FALSE,Female,9-to-5,Retail,ESTJ
d69bfa20-a663-4d52-8368-c0389e35dcc3,Seeker,Metro City,1382,4,1,Night Owl,Rarely,Non-Smoker,Friendly but independent,FALSE,Female,9-to-5,Other,ESFP
8af6369c-1707-465a-8d5a-4bd5378093f8,Lister,Mountain Village,2305,3,1,Flexible,Occasionally,Non-Smoker,Friendly but independent,FALSE,No Preference,9-to-5,Healthcare,ISFP
b9befb78-0b12-4eee-b300-641fd4d54415,Seeker,Metro City,1238,3,2,Night Owl,Occasionally,Non-Smoker,Friendly but independent,FALSE,No Preference,Shift Work,Tech,ENFJ
56ddadb1-318e-450b-8730-18b241cdb577,Seeker,Mountain Village,920,4,3,Early Bird,Occasionally,Non-Smoker,Keep to self,FALSE,Male,9-to-5,Tech,ENTP
c9e75391-1ac8-4ae7-b9b0-ed97e2a47a54,Seeker,Metro City,1774,3,2,Early Bird,Rarely,Non-Smoker,Very social / Friends,FALSE,No Preference,9-to-5,Tech,ESFP
022aeeed-ca88-4777-a21b-765abcdd82b9,Lister,Mountain Village,1463,3,3,Early Bird,Occasionally,Non-Smoker,Keep to self,FALSE,Female,Remote / WFH,Tech,ISTP
80a39356-f692-40f1-a714-d1fd06628e7d,Lister,Metro City,1893,4,2,Flexible,Rarely,Non-Smoker,Keep to self,FALSE,No Preference,Student,Education,ESFP
d86aa024-8d70-42e5-bf0e-69696a2af4ae,Seeker,Mountain Village,578,4,4,Night Owl,Rarely,Non-Smoker,Keep to self,TRUE,Female,Shift Work,Creative,ISFP
0b90388e-630c-4e6c-94aa-4fcb90d55a77,Lister,Mountain Village,795,3,1,Flexible,Frequently,Non-Smoker,Friendly but independent,FALSE,No Preference,9-to-5,Finance,ESTP
dca92737-440c-452b-87a7-48ba4fa86da4,Seeker,Suburbia,2410,3,2,Early Bird,Rarely,Non-Smoker,Friendly but independent,TRUE,Female,Shift Work,Other,ESFP
1119f064-b9df-4e4b-86ad-05d800c1c1cf,Lister,Metro City,955,1,1,Early Bird,Rarely,Smokes Outside,Friendly but independent,FALSE,No Preference,9-to-5,Creative,INFP
95fda5a1-0195-4b85-9c8f-5dd59459550c,Lister,Metro City,1369,1,1,Flexible,Rarely,Non-Smoker,Friendly but independent,FALSE,Male,9-to-5,Other,INFP
43b32739-4857-498d-9652-eb5b037329ad,Seeker,Metro City,1415,4,4,Flexible,Frequently,Non-Smoker,Very social / Friends,FALSE,No Preference,9-to-5,Other,ISFJ
b8a0b524-eb59-4204-8153-074b8f3ffbb9,Lister,Suburbia,970,1,4,Night Owl,Occasionally,Non-Smoker,Friendly but independent,TRUE,Female,9-to-5,Finance,ENFJ
e7931a6d-bb42-441f-a39b-94a1a89fedf2,Lister,Metro City,968,1,1,Early Bird,Rarely,Non-Smoker,Friendly but independent,FALSE,No Preference,Remote / WFH,Tech,ENFP
82fc63bf-c752-4479-afd7-24bcbe840be3,Lister,Coastal Town,524,4,3,Flexible,Occasionally,Non-Smoker,Friendly but independent,FALSE,Female,9-to-5,Retail,ESFJ
9a8c129c-b28a-4ee3-90c0-b8718a5d9926,Lister,Metro City,2230,2,3,Flexible,Rarely,Non-Smoker,Friendly but independent,FALSE,No Preference,Student,Healthcare,ISFP
8047afc9-2860-4fda-baa7-3d9a167a4449,Lister,Metro City,1351,2,3,Night Owl,Rarely,Non-Smoker,Friendly but independent,FALSE,Female,9-to-5,Tech,ESTJ
e909ff80-fd36-4dcd-bd7d-da6a4321482b,Seeker,Metro City,2076,4,1,Flexible,Rarely,Non-Smoker,Friendly but independent,TRUE,Male,Remote / WFH,Healthcare,ENFP
2b67f1a3-3dca-403d-a8a2-a672d2f2b17b,Seeker,Metro City,528,4,2,Flexible,Rarely,Non-Smoker,Keep to self,FALSE,Female,9-to-5,Tech,ISFP
b19690f0-eed0-4a42-83fd-73e9ee342485,Seeker,Suburbia,666,2,3,Flexible,Occasionally,Smokes Outside,Keep to self,FALSE,Male,9-to-5,Other,ESTJ
d12e200f-f8a7-4f97-babe-8a62a4bbb968,Seeker,Metro City,1697,3,2,Early Bird,Occasionally,Non-Smoker,Very social / Friends,FALSE,Female,9-to-5,Finance,ESFP
26bed764-6167-46cc-ae88-5c62d9a31554,Seeker,Mountain Village,1737,3,1,Flexible,Occasionally,Non-Smoker,Friendly but independent,FALSE,No Preference,Remote / WFH,Creative,ISTJ
222c923f-46a2-4558-8a5b-c30196040b93,Lister,Metro City,1997,4,1,Night Owl,Rarely,Non-Smoker,Very social / Friends,TRUE,No Preference,9-to-5,Tech,INTP
a8c929d7-7885-471c-9bf6-a40033df69eb,Lister,Metro City,2282,3,3,Early Bird,Rarely,Non-Smoker,Very social / Friends,FALSE,Female,9-to-5,Tech,ISFP
2f25f713-e175-43ad-ba94-90e33ba0c715,Seeker,Metro City,1007,2,4,Flexible,Rarely,Smokes Inside,Friendly but independent,FALSE,Male,Remote / WFH,Creative,ISFP
c86cb03f-c3fc-4dcd-93e1-75bcd8a23f8d,Seeker,Metro City,2183,3,1,Early Bird,Rarely,Smokes Inside,Very social / Friends,FALSE,No Preference,9-to-5,Finance,ENTP
96a3bea1-c889-4379-bd5e-4c55d413d7d5,Seeker,Metro City,2028,3,1,Flexible,Occasionally,Non-Smoker,Friendly but independent,FALSE,No Preference,Remote / WFH,Tech,INTP
a6613766-cd78-4f8c-8cf9-04c45aa8a72a,Lister,Coastal Town,1536,4,1,Flexible,Occasionally,Non-Smoker,Friendly but independent,FALSE,No Preference,Shift Work,Healthcare,ISFJ
5be04af7-289a-401f-b4c4-7adf1c17a405,Seeker,Suburbia,550,3,1,Night Owl,Rarely,Non-Smoker,Keep to self,FALSE,No Preference,9-to-5,Tech,ESFJ
c46e2111-aeff-4d50-80ee-fa4bd4b68b75,Lister,Suburbia,1139,2,2,Flexible,Occasionally,Smokes Outside,Friendly but independent,FALSE,No Preference,Remote / WFH,Other,ESTJ
e9eedf46-49d6-477b-9b30-8bbed85cb1f5,Seeker,Metro City,1719,5,4,Flexible,Rarely,Smokes Outside,Friendly but independent,FALSE,No Preference,Remote / WFH,Healthcare,ISFP
da3746c8-c8af-4b27-86b3-f48bc177a6a9,Seeker,Metro City,1601,5,5,Night Owl,Occasionally,Non-Smoker,Keep to self,FALSE,Female,9-to-5,Other,ISTP
f977a388-85f6-4ce6-ba24-c7b9cf4373a3,Seeker,Metro City,1554,3,3,Night Owl,Occasionally,Non-Smoker,Friendly but independent,TRUE,Female,Remote / WFH,Other,ISFJ
019062cc-cc74-4a0b-9ca5-3832642999ef,Seeker,Metro City,1720,5,4,Flexible,Rarely,Non-Smoker,Friendly but independent,TRUE,Male,9-to-5,Education,INFP
7aeb9439-f684-4975-8696-b34f1f226116,Lister,Metro City,1523,4,2,Night Owl,Occasionally,Non-Smoker,Keep to self,FALSE,Female,Remote / WFH,Healthcare,ESTJ
60eb4926-8ea9-4b84-ac6a-66cc86a4e84a,Lister,Coastal Town,1587,3,2,Flexible,Occasionally,Non-Smoker,Very social / Friends,FALSE,No Preference,Student,Other,ISFP
a0c58353-6ceb-49a4-a322-76e515b8d75a,Lister,Metro City,1883,3,2,Early Bird,Occasionally,Non-Smoker,Friendly but independent,FALSE,Female,9-to-5,Tech,INTJ
553c12bf-8469-471b-bca6-da28b24fc1c8,Seeker,Suburbia,1214,3,1,Early Bird,Rarely,Non-Smoker,Keep to self,FALSE,Female,9-to-5,Retail,ISTJ
a224d3df-65be-49f3-8415-e42c69e36a38,Lister,Metro City,631,5,2,Early Bird,Occasionally,Non-Smoker,Friendly but independent,FALSE,Female,Student,Creative,INTJ
d3d8b1c0-ac52-4305-a264-d56fa25f4586,Seeker,Metro City,1267,4,1,Night Owl,Occasionally,Smokes Inside,Friendly but independent,FALSE,Male,Shift Work,Creative,INTP
825a522e-d09c-464a-861b-2bb89b697348,Lister,Suburbia,1144,4,3,Early Bird,Occasionally,Non-Smoker,Very social / Friends,TRUE,Female,9-to-5,Tech,ISTP
2a5ce66f-f2f5-438e-a4f9-8435a6eb5a2a,Lister,Metro City,2138,2,1,Early Bird,Rarely,Non-Smoker,Friendly but independent,FALSE,Male,9-to-5,Creative,ISFP
c796618e-314a-4c93-980f-b4d4b7d15131,Lister,Suburbia,1945,2,5,Night Owl,Rarely,Non-Smoker,Very social / Friends,FALSE,Male,Student,Creative,ISFP
e83674af-99b5-44c5-a496-fba078b09aa6,Lister,Metro City,597,1,2,Night Owl,Rarely,Non-Smoker,Keep to self,FALSE,Male,9-to-5,Other,ENFJ
ba98c5b8-2d93-4e70-9be9-ff3997e38290,Seeker,Suburbia,960,3,1,Early Bird,Rarely,Non-Smoker,Friendly but independent,FALSE,Male,9-to-5,Tech,ESFJ
951da1ec-c36f-4526-bbee-a7b26d26457b,Seeker,Mountain Village,2471,4,2,Night Owl,Occasionally,Non-Smoker,Friendly but independent,FALSE,No Preference,Student,Tech,ISFJ
7491d14b-32a7-4d81-8e9e-ae4abe717843,Lister,Metro City,2200,4,2,Night Owl,Rarely,Non-Smoker,Keep to self,FALSE,Male,9-to-5,Education,ISTJ
9602dd95-8a26-4c53-ae8e-c67a2f5af603,Lister,Metro City,686,3,3,Early Bird,Occasionally,Non-Smoker,Friendly but independent,FALSE,No Preference,9-to-5,Tech,ISTP
9d4f6662-b7c7-47ac-baae-dcb98cb3cec0,Lister,Metro City,601,3,1,Flexible,Rarely,Non-Smoker,Keep to self,FALSE,No Preference,Remote / WFH,Creative,ISFJ
eaa6ed2c-eb13-4d84-bf1e-5d61abba8e81,Lister,Metro City,2462,3,5,Flexible,Rarely,Non-Smoker,Friendly but independent,FALSE,Male,9-to-5,Retail,ISFJ
644341fb-51cf-4b8a-bcc5-bb8c0bdce67d,Lister,Metro City,1480,3,3,Early Bird,Occasionally,Smokes Inside,Friendly but independent,TRUE,No Preference,Remote / WFH,Creative,ESFJ
2be5cd7d-3b07-4673-99bb-62cf745526c3,Seeker,Coastal Town,698,3,4,Early Bird,Occasionally,Smokes Outside,Very social / Friends,TRUE,Male,9-to-5,Finance,ISTJ
ed23ffda-cbd6-406c-97a1-ac77d4ead927,Seeker,Metro City,855,1,3,Early Bird,Frequently,Non-Smoker,Friendly but independent,FALSE,No Preference,Student,Other,ISFJ
1b537456-3a8d-498c-9919-fb3fd60d6bc2,Lister,Metro City,1705,3,3,Flexible,Rarely,Non-Smoker,Very social / Friends,FALSE,Male,Student,Finance,ESTJ
c62ef794-8042-4588-9e89-8b4724d583db,Seeker,Mountain Village,1365,2,2,Night Owl,Rarely,Non-Smoker,Very social / Friends,FALSE,Male,Remote / WFH,Healthcare,ESFP
fe178824-372d-49fb-9e80-f6067855e097,Lister,Metro City,1021,5,5,Early Bird,Rarely,Non-Smoker,Keep to self,FALSE,No Preference,Remote / WFH,Retail,ESFP
1f71f5b8-3b69-49f3-b6e5-df6f859839e4,Seeker,Metro City,956,2,5,Flexible,Rarely,Non-Smoker,Friendly but independent,FALSE,Female,Remote / WFH,Finance,INTP
535069b1-1578-4989-b911-60ac8b631bae,Seeker,Metro City,1309,2,2,Early Bird,Occasionally,Non-Smoker,Friendly but independent,FALSE,No Preference,Student,Tech,ISFJ
5656dd0d-6847-4fb3-a76d-140acfd04d6c,Seeker,Metro City,726,4,1,Night Owl,Occasionally,Non-Smoker,Very social / Friends,FALSE,Male,9-to-5,Tech,INTP
73d98e99-c3c7-4a95-90fa-fac990c782d0,Seeker,Suburbia,1624,3,4,Early Bird,Occasionally,Non-Smoker,Friendly but independent,FALSE,Female,Remote / WFH,Tech,ENFP
a57d334e-c5b2-4d13-b05f-5165f0a81651,Lister,Suburbia,1846,5,2,Early Bird,Rarely,Non-Smoker,Friendly but independent,TRUE,No Preference,Student,Healthcare,INFP
b0cabd8a-e66f-4476-b8a7-b77e091e73c6,Lister,Mountain Village,1897,4,2,Night Owl,Occasionally,Non-Smoker,Very social / Friends,FALSE,Female,Remote / WFH,Education,ESFP
9b897ad1-c7fd-42b7-998a-5ff989035da5,Lister,Coastal Town,674,2,2,Early Bird,Occasionally,Non-Smoker,Very social / Friends,FALSE,No Preference,Remote / WFH,Finance,ISFJ
ed4ee72e-c6d3-41e2-98a8-41771826727b,Lister,Metro City,1494,4,3,Early Bird,Occasionally,Non-Smoker,Friendly but independent,TRUE,Female,Student,Other,ESFJ
db52f11f-2d77-4b1e-8301-2b27f73fad8a,Lister,Suburbia,1264,3,1,Early Bird,Occasionally,Smokes Outside,Friendly but independent,FALSE,Female,9-to-5,Finance,ESFP
c143e64b-1f08-4a04-8a62-7deeec25de88,Seeker,Mountain Village,1980,3,5,Early Bird,Frequently,Smokes Outside,Friendly but independent,FALSE,Female,Remote / WFH,Finance,ISFP
16a5a0c6-4b55-42f5-a7bb-62c14b362ea4,Lister,Metro City,2095,4,2,Early Bird,Rarely,Non-Smoker,Keep to self,TRUE,Female,Remote / WFH,Creative,ISFP
5046bf7b-4f8b-4c7b-94a7-828ebcd58df1,Lister,Mountain Village,1475,2,4,Early Bird,Rarely,Non-Smoker,Very social / Friends,FALSE,Male,Student,Healthcare,ESTJ
3b9ab569-eb05-4c9b-8684-165aa83d124e,Lister,Suburbia,568,4,5,Flexible,Occasionally,Non-Smoker,Keep to self,FALSE,Male,Remote / WFH,Creative,ESFP
d713e311-55dd-43ab-af8f-94b98457888e,Seeker,Metro City,961,4,4,Early Bird,Frequently,Non-Smoker,Very social / Friends,FALSE,Female,Shift Work,Other,ESTJ
9c62d785-4060-4390-b457-9d3e5f83b938,Seeker,Mountain Village,1774,4,1,Early Bird,Rarely,Non-Smoker,Keep to self,FALSE,Female,Shift Work,Education,ISFP
6e98648b-305f-45b3-88d4-b95d40f6b674,Lister,Mountain Village,2051,2,2,Flexible,Occasionally,Smokes Outside,Friendly but independent,FALSE,No Preference,Student,Other,ESFJ
ff99949e-91a9-477e-9fd0-3f930e2679c1,Lister,Metro City,2314,4,2,Early Bird,Occasionally,Non-Smoker,Friendly but independent,FALSE,No Preference,9-to-5,Other,ISFP
35fbe4bf-f937-456a-a624-89fc67a879ee,Lister,Metro City,2291,4,4,Early Bird,Frequently,Non-Smoker,Very social / Friends,FALSE,Female,9-to-5,Finance,ESFP
4770123b-a1cb-485c-bc2d-fa376a3195fe,Seeker,Suburbia,627,3,2,Early Bird,Rarely,Non-Smoker,Friendly but independent,FALSE,No Preference,Remote / WFH,Retail,ISTJ
5c237c4d-97e3-433a-8214-40cc38626fa2,Lister,Suburbia,1968,4,1,Flexible,Occasionally,Non-Smoker,Keep to self,FALSE,Female,Shift Work,Education,ISTJ
b9c848ca-f461-4445-b24c-5593538a6e94,Seeker,Mountain Village,2489,2,1,Early Bird,Rarely,Non-Smoker,Friendly but independent,TRUE,Male,Shift Work,Education,ISTJ
4668d405-e5ac-4275-9fc7-f571ad8c30ca,Lister,Metro City,689,3,2,Flexible,Rarely,Non-Smoker,Friendly but independent,TRUE,Female,9-to-5,Tech,ISFJ
7b81756f-d54c-4eab-a418-2da5ea25bc3a,Seeker,Suburbia,1682,4,5,Early Bird,Occasionally,Non-Smoker,Friendly but independent,FALSE,No Preference,Remote / WFH,Finance,ENFP
25aacf8a-79f9-4172-96e3-4ba171d23476,Lister,Coastal Town,1851,3,2,Early Bird,Occasionally,Smokes Outside,Friendly but independent,FALSE,No Preference,Student,Other,ISFJ
711d5d5a-40aa-49a3-817f-fa470b5467c9,Seeker,Mountain Village,1644,2,5,Night Owl,Frequently,Smokes Inside,Very social / Friends,TRUE,Female,Student,Creative,ESTJ
8b92d3ec-528f-498e-a0b7-942546798fca,Seeker,Metro City,1922,3,2,Flexible,Rarely,Non-Smoker,Friendly but independent,FALSE,No Preference,Student,Healthcare,ESTJ
7348a729-e940-4d70-acb8-4256cf315ace,Seeker,Mountain Village,1574,3,5,Flexible,Occasionally,Non-Smoker,Keep to self,FALSE,Female,9-to-5,Education,ESTP
fa4df6cf-53b6-4ae5-aff3-926146aeb2bd,Seeker,Metro City,860,3,2,Night Owl,Rarely,Non-Smoker,Very social / Friends,FALSE,No Preference,9-to-5,Healthcare,ENTJ
e7ad2c57-1966-48af-84ad-09f4c6e71e5c,Seeker,Metro City,957,4,1,Early Bird,Rarely,Smokes Inside,Very social / Friends,FALSE,No Preference,Student,Tech,ISFP
cb586f48-f99f-43e2-8b04-ec8792455b94,Lister,Metro City,778,2,1,Night Owl,Occasionally,Smokes Outside,Friendly but independent,FALSE,Female,Shift Work,Tech,ESFP
c9786698-f84c-4324-83d1-ed63d36a4714,Seeker,Suburbia,2329,5,5,Night Owl,Rarely,Non-Smoker,Friendly but independent,FALSE,No Preference,Remote / WFH,Other,ISTJ
05d0c6e6-ae6f-4d06-a928-7c4e3413b797,Seeker,Metro City,2053,3,3,Early Bird,Occasionally,Non-Smoker,Very social / Friends,FALSE,Female,Remote / WFH,Education,ENFP
1ac8fad9-03f8-4604-9a5a-f77584e387d3,Seeker,Coastal Town,2266,3,3,Flexible,Occasionally,Non-Smoker,Very social / Friends,FALSE,Female,9-to-5,Tech,INFP
457a5fd1-f5a5-462c-a1ed-32ec6714a136,Lister,Suburbia,503,3,1,Early Bird,Rarely,Smokes Outside,Friendly but independent,FALSE,No Preference,9-to-5,Tech,ISTJ
36db8c52-5c89-41b0-8f01-727d4ad99c52,Seeker,Mountain Village,1408,3,1,Night Owl,Occasionally,Smokes Inside,Friendly but independent,FALSE,Male,9-to-5,Other,ESFJ
4554997f-3570-4d47-9022-0daa4dff4324,Seeker,Suburbia,698,3,1,Flexible,Occasionally,Non-Smoker,Keep to self,FALSE,Female,Student,Education,ESTJ
dddad2a8-7ec1-400e-8a7d-c28289ff77b6,Seeker,Metro City,640,3,2,Flexible,Rarely,Non-Smoker,Keep to self,FALSE,No Preference,Remote / WFH,Creative,ESFP
ca7934c0-e3de-4790-addb-3385e809137b,Seeker,Metro City,2409,2,5,Early Bird,Occasionally,Non-Smoker,Friendly but independent,FALSE,Male,Student,Retail,INFP
fc32b914-83fc-44c6-8638-6437a235055b,Seeker,Suburbia,1525,1,1,Early Bird,Rarely,Non-Smoker,Friendly but independent,FALSE,Male,9-to-5,Tech,ENFP
43239852-05d2-46a5-8198-8fea1f6bbca3,Lister,Coastal Town,2159,3,5,Early Bird,Occasionally,Non-Smoker,Very social / Friends,FALSE,Male,9-to-5,Finance,ISTP
7892fb1d-68a5-4ee7-ab45-235159bce1a9,Seeker,Metro City,998,3,4,Night Owl,Occasionally,Smokes Inside,Friendly but independent,FALSE,Female,9-to-5,Retail,ISTP
28e15223-3ea1-4915-a34b-14f70138c6e7,Seeker,Metro City,812,4,1,Early Bird,Occasionally,Smokes Outside,Friendly but independent,FALSE,No Preference,Student,Healthcare,INFP
8cd4bb8c-ce6c-4294-87e3-f08ea05b70a1,Lister,Suburbia,2262,3,2,Night Owl,Occasionally,Non-Smoker,Very social / Friends,FALSE,No Preference,9-to-5,Tech,ESTJ
ca4ba1e7-d3d8-44ba-965a-183e34bb2ced,Lister,Metro City,1436,4,4,Flexible,Rarely,Non-Smoker,Friendly but independent,FALSE,No Preference,9-to-5,Healthcare,ESFJ
13666b07-14e9-4672-9684-1a086b59fb65,Seeker,Suburbia,2356,1,3,Early Bird,Rarely,Non-Smoker,Friendly but independent,FALSE,Female,9-to-5,Healthcare,ESTJ
cf462905-f532-4655-838f-8428bd7751da,Lister,Metro City,2077,3,5,Early Bird,Occasionally,Non-Smoker,Keep to self,FALSE,Male,9-to-5,Other,ENTJ
d877c9be-826c-47fb-858d-9e7def5ef2ad,Seeker,Metro City,2127,3,3,Early Bird,Rarely,Non-Smoker,Very social / Friends,FALSE,No Preference,9-to-5,Finance,ESFJ
ed615d5c-df64-433a-b244-97ec76de2a76,Lister,Metro City,946,3,3,Night Owl,Rarely,Non-Smoker,Very social / Friends,TRUE,No Preference,Shift Work,Tech,ENFP
b4635a46-5c8d-4d7c-8d43-e37a07133cfd,Lister,Metro City,515,5,3,Flexible,Occasionally,Non-Smoker,Very social / Friends,FALSE,No Preference,Remote / WFH,Healthcare,INTJ
4028195a-6b28-4671-9562-177490279811,Seeker,Metro City,1455,5,1,Early Bird,Rarely,Smokes Inside,Friendly but independent,FALSE,Male,Remote / WFH,Creative,ISFP
b01cec48-5b8a-4a3a-8217-06f7e9a90012,Lister,Metro City,1933,4,2,Early Bird,Rarely,Non-Smoker,Keep to self,TRUE,No Preference,Remote / WFH,Creative,ENFP
0b988239-2c0b-486d-8049-98dab1b44ade,Seeker,Metro City,1352,3,1,Night Owl,Occasionally,Smokes Inside,Friendly but independent,FALSE,No Preference,9-to-5,Tech,ISFJ
caee684f-35cc-4301-8e79-3d472f4a42db,Seeker,Coastal Town,661,3,1,Flexible,Occasionally,Non-Smoker,Very social / Friends,TRUE,Female,Remote / WFH,Healthcare,ESFP
238e13b3-c47d-4f93-bec9-2d415638ca48,Lister,Metro City,2070,1,3,Flexible,Occasionally,Smokes Outside,Friendly but independent,TRUE,No Preference,Remote / WFH,Tech,INFP
4898a926-76ea-400a-bc4c-0ada954c7cca,Lister,Coastal Town,543,3,1,Early Bird,Occasionally,Smokes Inside,Keep to self,FALSE,Female,Shift Work,Tech,ISFP
fc3ff2f1-e93c-4bea-b96f-75788c0ba159,Seeker,Coastal Town,563,4,2,Early Bird,Occasionally,Non-Smoker,Keep to self,FALSE,No Preference,9-to-5,Healthcare,ESTJ
384aa538-b317-47fd-bd35-236ed56d1658,Seeker,Metro City,2203,1,1,Early Bird,Occasionally,Non-Smoker,Friendly but independent,FALSE,Male,Student,Retail,ESFJ
262b849b-bcce-455a-ba1f-961bdb1a414b,Lister,Metro City,2015,5,1,Night Owl,Occasionally,Smokes Inside,Very social / Friends,FALSE,Male,9-to-5,Retail,ISTP
3ec68615-f04b-4d8b-a9b6-bec95d0fb7f9,Seeker,Metro City,2461,1,3,Night Owl,Rarely,Non-Smoker,Friendly but independent,FALSE,No Preference,Shift Work,Creative,ISFP
76556c50-d2a9-463e-841c-39c23182dd15,Seeker,Mountain Village,1201,3,1,Night Owl,Rarely,Non-Smoker,Keep to self,FALSE,Female,Shift Work,Other,ESTP
0d896c89-d93e-43b9-b116-75cbf49dd16a,Seeker,Suburbia,2441,5,3,Early Bird,Occasionally,Non-Smoker,Very social / Friends,FALSE,Male,9-to-5,Tech,ENTJ
1dcdd042-c29d-44a6-bdbb-60ac65ec4a64,Lister,Metro City,564,4,5,Early Bird,Occasionally,Non-Smoker,Keep to self,FALSE,Female,9-to-5,Other,INTP
85f20f4b-f044-4fea-9ef3-3d2de91b6a3b,Seeker,Metro City,2216,3,4,Early Bird,Occasionally,Non-Smoker,Very social / Friends,FALSE,Female,9-to-5,Healthcare,ISFJ
950d99d6-78ee-4965-9128-9024dddf3d19,Lister,Mountain Village,1841,3,1,Night Owl,Occasionally,Non-Smoker,Very social / Friends,TRUE,Female,9-to-5,Other,ISFJ
68dfef7d-b58f-42c2-8a6c-5978ab04191d,Lister,Metro City,550,5,3,Night Owl,Rarely,Non-Smoker,Keep to self,TRUE,Female,Student,Tech,ENTJ
f928f6b1-ac8e-48b2-8448-96c6d5f22802,Lister,Metro City,2114,1,5,Night Owl,Occasionally,Smokes Outside,Friendly but independent,TRUE,No Preference,9-to-5,Tech,ENFP
c1bfa1c1-5075-49fc-ac3d-e63ad848916c,Lister,Suburbia,1683,5,3,Night Owl,Rarely,Smokes Outside,Keep to self,FALSE,Male,Student,Finance,ESFP
a5f98bc1-ae2b-4551-8438-6bba99af80ae,Seeker,Metro City,1099,3,2,Early Bird,Rarely,Non-Smoker,Friendly but independent,FALSE,Male,Student,Finance,ISFJ
513e4e60-7aef-4c65-bbbd-ee89bf964c70,Seeker,Metro City,1972,1,1,Flexible,Occasionally,Smokes Outside,Friendly but independent,FALSE,Male,9-to-5,Other,INFJ
